customer_id,country,age_range,signup_date,customer_key
740,Spain,16-25,2025-03-09,740
741,Portugal,16-25,2025-03-23,741
742,Portugal,56-65,2024-05-30,742
743,Netherlands,16-25,2025-05-04,743
744,Italy,36-45,2025-02-18,744
745,Italy,46-55,2025-04-10,745
746,Italy,36-45,2024-10-24,746
747,Spain,36-45,2024-04-08,747
748,Netherlands,46-55,2025-03-09,748
749,Spain,56-65,2025-03-28,749
750,Spain,46-55,2025-04-10,750
751,France,56-65,2025-04-17,751
752,Italy,56-65,2025-04-08,752
753,Netherlands,36-45,2024-09-19,753
754,Spain,26-35,2025-01-20,754
755,France,26-35,2024-09-08,755
756,France,56-65,2024-05-23,756
757,Italy,36-45,2024-12-11,757
758,Portugal,36-45,2025-03-15,758
759,France,36-45,2025-02-09,759
760,Portugal,56-65,2024-04-21,760
761,Netherlands,36-45,2025-04-15,761
762,Spain,36-45,2025-03-25,762
763,Spain,26-35,2024-02-29,763
764,France,26-35,2025-05-12,764
765,Spain,56-65,2025-01-03,765
766,Spain,56-65,2024-01-02,766
767,Netherlands,36-45,2025-05-01,767
768,France,36-45,2025-01-19,768
769,Italy,46-55,2025-04-19,769
770,Portugal,36-45,2025-03-28,770
771,Portugal,16-25,2025-02-21,771
772,Spain,16-25,2025-01-29,772
773,Spain,46-55,2025-04-06,773
774,Portugal,46-55,2025-05-21,774
775,Portugal,16-25,2024-10-30,775
776,Portugal,56-65,2025-03-18,776
777,Spain,36-45,2025-05-02,777
778,Italy,56-65,2024-09-10,778
779,Netherlands,36-45,2025-04-12,779
780,Portugal,16-25,2025-03-28,780
781,Netherlands,56-65,2024-05-19,781
782,Italy,56-65,2025-03-28,782
783,Italy,36-45,2025-03-03,783
784,Netherlands,56-65,2024-02-06,784
785,France,56-65,2025-03-18,785
786,Spain,56-65,2024-06-08,786
787,Italy,46-55,2025-02-19,787
788,Germany,16-25,2024-01-09,788
789,Portugal,16-25,2024-08-20,789
790,France,16-25,2025-04-26,790
791,Portugal,16-25,2025-04-05,791
792,Italy,16-25,2025-03-06,792
793,Italy,36-45,2025-05-10,793
794,Italy,56-65,2024-04-08,794
795,Germany,36-45,2025-05-13,795
796,Netherlands,16-25,2025-03-03,796
797,Netherlands,46-55,2024-05-26,797
798,Portugal,46-55,2025-03-14,798
799,France,36-45,2024-10-30,799
800,Netherlands,36-45,2025-05-02,800
801,Netherlands,46-55,2025-01-27,801
802,Spain,36-45,2025-03-03,802
803,Italy,36-45,2024-07-26,803
804,Italy,26-35,2025-05-05,804
805,Germany,26-35,2025-02-21,805
806,Italy,26-35,2025-05-02,806
807,Germany,16-25,2025-04-14,807
808,Netherlands,26-35,2024-05-10,808
809,France,36-45,2025-02-07,809
810,Netherlands,26-35,2024-05-31,810
811,France,26-35,2025-01-22,811
812,Spain,56-65,2024-02-23,812
813,Germany,26-35,2025-02-23,813
814,Italy,46-55,2024-04-29,814
815,Spain,26-35,2024-06-09,815
816,Netherlands,16-25,2025-02-04,816
817,Netherlands,56-65,2025-02-11,817
818,France,46-55,2025-03-05,818
819,Italy,46-55,2025-03-06,819
820,Spain,56-65,2025-01-29,820
821,Italy,46-55,2024-04-25,821
822,Germany,56-65,2025-04-30,822
823,Germany,46-55,2025-05-10,823
824,Italy,46-55,2024-03-15,824
825,Netherlands,26-35,2025-02-09,825
826,Portugal,26-35,2025-05-07,826
827,France,46-55,2025-04-21,827
828,France,16-25,2025-03-08,828
829,Portugal,26-35,2025-04-15,829
830,Italy,56-65,2025-02-26,830
831,Germany,36-45,2025-04-21,831
832,Italy,16-25,2025-03-04,832
833,Portugal,56-65,2025-03-07,833
834,Netherlands,26-35,2025-04-19,834
835,Portugal,46-55,2025-04-26,835
836,Germany,56-65,2025-05-20,836
837,Germany,46-55,2025-03-02,837
838,Spain,46-55,2025-03-27,838
839,Germany,36-45,2025-01-29,839
840,Germany,36-45,2025-04-18,840
841,Spain,56-65,2025-03-03,841
842,Italy,46-55,2025-02-17,842
843,France,16-25,2025-03-24,843
844,Netherlands,16-25,2024-04-22,844
845,Germany,26-35,2025-02-23,845
846,Portugal,46-55,2025-02-25,846
847,Spain,56-65,2024-04-13,847
848,Netherlands,36-45,2024-12-05,848
849,Italy,56-65,2025-05-25,849
850,Netherlands,16-25,2024-09-10,850
851,France,46-55,2025-03-21,851
852,Portugal,46-55,2025-03-24,852
853,Germany,26-35,2024-08-14,853
854,Portugal,36-45,2025-02-24,854
855,Spain,16-25,2025-03-12,855
856,France,46-55,2024-04-21,856
857,Germany,36-45,2025-04-21,857
858,Germany,16-25,2025-04-10,858
859,France,56-65,2024-04-08,859
860,Germany,26-35,2024-06-01,860
861,Portugal,26-35,2025-02-19,861
862,France,36-45,2024-12-14,862
863,Germany,16-25,2025-03-07,863
864,Netherlands,36-45,2025-03-27,864
865,Netherlands,16-25,2025-02-05,865
866,Spain,36-45,2025-01-18,866
867,France,46-55,2025-03-27,867
868,Portugal,16-25,2024-12-31,868
869,Netherlands,56-65,2025-03-09,869
870,Italy,36-45,2024-12-03,870
871,Netherlands,26-35,2025-04-08,871
872,Netherlands,26-35,2025-02-07,872
873,France,16-25,2025-04-01,873
874,Spain,16-25,2024-07-12,874
875,Italy,36-45,2024-11-05,875
876,Italy,46-55,2025-03-10,876
877,France,26-35,2025-05-13,877
878,Germany,26-35,2025-03-29,878
879,Netherlands,46-55,2025-05-21,879
880,Portugal,16-25,2025-01-07,880
881,Portugal,36-45,2025-03-03,881
882,Spain,56-65,2024-06-11,882
883,Italy,56-65,2025-03-29,883
884,Spain,26-35,2025-04-13,884
885,Spain,56-65,2025-04-10,885
886,Italy,36-45,2024-07-26,886
887,Italy,16-25,2025-03-20,887
888,Spain,16-25,2024-06-17,888
889,Germany,26-35,2024-06-09,889
890,Italy,16-25,2024-03-08,890
891,Portugal,46-55,2025-03-28,891
892,Germany,46-55,2025-03-16,892
893,Netherlands,46-55,2024-10-15,893
894,Netherlands,36-45,2025-02-01,894
895,France,26-35,2025-04-28,895
896,Portugal,46-55,2025-04-10,896
897,France,56-65,2025-03-18,897
898,Italy,36-45,2025-02-28,898
899,Germany,26-35,2024-10-03,899
900,Germany,36-45,2025-03-04,900
901,Spain,26-35,2024-10-30,901
902,Italy,16-25,2025-02-07,902
903,Spain,16-25,2025-04-04,903
904,Germany,26-35,2025-01-18,904
905,Spain,36-45,2025-01-26,905
906,Netherlands,46-55,2025-05-03,906
907,Spain,46-55,2025-03-11,907
908,Germany,16-25,2025-02-13,908
909,France,16-25,2024-05-14,909
910,Portugal,46-55,2024-07-13,910
911,Spain,36-45,2025-02-04,911
912,Germany,56-65,2025-02-24,912
913,Portugal,26-35,2025-01-27,913
914,Spain,26-35,2025-03-29,914
915,Spain,56-65,2025-03-18,915
916,Spain,36-45,2025-04-25,916
917,Germany,26-35,2024-05-07,917
918,France,16-25,2024-02-02,918
919,Spain,36-45,2024-06-24,919
920,Spain,16-25,2025-02-22,920
921,Italy,46-55,2025-05-03,921
922,Spain,16-25,2025-04-25,922
923,Italy,46-55,2025-03-18,923
924,France,56-65,2025-01-05,924
925,France,16-25,2025-01-09,925
926,France,56-65,2024-01-22,926
927,Portugal,56-65,2024-08-25,927
928,Netherlands,36-45,2025-03-24,928
929,Netherlands,26-35,2025-01-11,929
930,Netherlands,46-55,2025-02-15,930
931,France,46-55,2024-06-06,931
932,France,26-35,2025-03-12,932
933,Italy,36-45,2024-02-07,933
934,Portugal,26-35,2024-08-17,934
935,Italy,46-55,2025-01-14,935
936,Netherlands,26-35,2025-02-12,936
937,France,46-55,2024-12-30,937
938,France,26-35,2024-02-20,938
939,Netherlands,56-65,2025-03-13,939
940,Italy,46-55,2024-09-20,940
941,Italy,56-65,2024-10-09,941
942,Italy,36-45,2024-01-27,942
943,Italy,56-65,2025-03-02,943
944,Spain,16-25,2024-08-13,944
945,Germany,16-25,2024-10-03,945
946,France,16-25,2025-04-03,946
947,Netherlands,16-25,2024-10-12,947
948,Spain,26-35,2025-01-25,948
949,Spain,56-65,2024-04-06,949
950,Italy,26-35,2024-10-10,950
951,Portugal,26-35,2025-02-19,951
952,Italy,16-25,2025-03-14,952
953,France,16-25,2025-03-02,953
954,Portugal,26-35,2025-02-19,954
955,Portugal,26-35,2025-04-14,955
956,Portugal,46-55,2025-04-02,956
957,France,16-25,2025-01-18,957
958,Germany,56-65,2025-02-23,958
959,Spain,26-35,2025-04-02,959
960,Germany,56-65,2025-01-13,960
961,Germany,56-65,2025-03-24,961
962,Portugal,56-65,2025-04-04,962
963,Germany,46-55,2025-03-25,963
964,Spain,26-35,2025-01-01,964
965,Italy,46-55,2025-03-23,965
966,France,46-55,2025-03-28,966
967,Italy,26-35,2024-11-12,967
968,Italy,16-25,2025-04-16,968
969,Portugal,16-25,2024-10-30,969
970,Germany,56-65,2025-04-18,970
971,France,16-25,2024-05-26,971
972,France,26-35,2025-03-11,972
973,Italy,56-65,2025-03-22,973
974,Italy,26-35,2025-06-02,974
975,Netherlands,46-55,2025-04-19,975
976,Italy,26-35,2025-04-30,976
977,Italy,56-65,2024-01-04,977
978,France,36-45,2025-04-10,978
979,Spain,16-25,2024-02-04,979
980,Italy,26-35,2024-07-10,980
981,Spain,26-35,2025-04-29,981
982,Italy,56-65,2025-01-27,982
983,Germany,36-45,2025-04-21,983
984,Netherlands,16-25,2024-02-18,984
985,Germany,46-55,2024-01-17,985
986,Netherlands,16-25,2025-03-24,986
987,Portugal,46-55,2025-04-24,987
988,Portugal,16-25,2025-02-23,988
989,Spain,46-55,2024-06-20,989
990,Spain,46-55,2025-02-27,990
991,Netherlands,46-55,2024-08-07,991
992,Italy,36-45,2025-05-14,992
993,Germany,16-25,2025-04-17,993
994,Spain,26-35,2024-06-06,994
995,Germany,56-65,2024-02-15,995
996,Germany,16-25,2025-05-08,996
997,Italy,56-65,2025-03-29,997
998,France,36-45,2025-01-07,998
999,Germany,56-65,2025-02-21,999
1000,Spain,56-65,2024-01-06,1000
