product_id,product_name,category,brand,color,size,catalog_price,cost_price,gender,product_key
327,Essential Boxy Dress,Dresses,Tiva,Green,M,74.24,42.04,Female,327
328,Tailored Wrap Dress,Dresses,Tiva,White,XS,39.83,23.24,Female,328
329,Relaxed Boxy Set,Sleepwear,Tiva,Blue,XS,43.09,22.66,Female,329
330,Essential Wrap Set,Sleepwear,Tiva,Blue,XS,33.94,16.1,Female,330
331,Relaxed Satin Trousers,Pants,Tiva,Black,L,53.34,27.03,Female,331
332,Tailored Linen Dress,Dresses,Tiva,Blue,XL,65.88,41.33,Female,332
333,Relaxed Silk Trousers,Pants,Tiva,Red,S,46.04,18.61,Female,333
334,Tailored Ribbed Dress,Dresses,Tiva,Black,M,20.82,9.05,Female,334
335,Tailored Ribbed Shoes,Shoes,Tiva,Blue,38,45.97,19.02,Female,335
336,Tailored Ribbed Tee,T-Shirts,Tiva,Black,XL,51.22,21.11,Female,336
337,Essential Linen Set,Sleepwear,Tiva,Red,M,71.72,47.09,Female,337
338,Essential Ribbed Set,Sleepwear,Tiva,White,M,33.39,20.4,Female,338
339,Tailored Cotton Tee,T-Shirts,Tiva,Red,S,30.35,16.46,Female,339
340,Tailored Cotton Shoes,Shoes,Tiva,Black,XS,60.83,26.12,Female,340
341,Essential Cotton Set,Sleepwear,Tiva,Black,XL,51.4,28.14,Female,341
342,Essential Satin Set,Sleepwear,Tiva,White,XS,34.35,18.62,Female,342
343,Tailored Satin Tee,T-Shirts,Tiva,White,L,34.39,15.54,Female,343
344,Tailored Silk Tee,T-Shirts,Tiva,Blue,XL,42.1,22.32,Female,344
345,Tailored Crew Tee,T-Shirts,Tiva,Red,S,46.36,24.09,Female,345
346,Relaxed Crew Trousers,Pants,Tiva,Green,XL,15.31,8.95,Female,346
347,Tailored Sleeveless Tee,T-Shirts,Tiva,Blue,XS,59.92,35.38,Female,347
348,Essential Silk Set,Sleepwear,Tiva,Green,S,34.47,14.26,Female,348
349,Tailored Satin Shoes,Shoes,Tiva,Green,35,46.72,23.94,Female,349
350,Essential Crew Set,Sleepwear,Tiva,Red,XS,27.62,16.23,Female,350
351,Relaxed Sleeveless Trousers,Pants,Tiva,Green,L,46.11,25.4,Female,351
352,Essential Sleeveless Set,Sleepwear,Tiva,Green,S,61.12,40.15,Female,352
353,Relaxed High-Waist Trousers,Pants,Tiva,White,XS,69.54,41.56,Female,353
354,Tailored High-Waist Tee,T-Shirts,Tiva,Black,S,52.42,23.53,Female,354
355,Relaxed Boxy Trousers,Pants,Tiva,Black,XL,21.38,9.0,Female,355
356,Essential High-Waist Set,Sleepwear,Tiva,Black,XL,72.41,42.92,Female,356
357,Essential Boxy Set,Sleepwear,Tiva,Green,XL,56.91,23.22,Female,357
358,Tailored Wrap Set,Sleepwear,Tiva,Blue,L,71.86,41.37,Female,358
359,Tailored Silk Shoes,Shoes,Tiva,Blue,38,74.28,50.66,Female,359
360,Tailored Boxy Tee,T-Shirts,Tiva,Green,M,69.48,39.79,Female,360
361,Tailored Linen Set,Sleepwear,Tiva,White,M,51.76,26.73,Female,361
362,Tailored Ribbed Set,Sleepwear,Tiva,White,L,32.64,19.36,Female,362
363,Tailored Cotton Dress,Dresses,Tiva,Red,M,43.64,23.46,Female,363
364,Tailored Satin Dress,Dresses,Tiva,White,XS,36.34,20.48,Female,364
365,Elegant Wrap Tee,T-Shirts,Tiva,Green,XS,67.76,46.24,Female,365
366,Essential Wrap Trousers,Pants,Tiva,White,XS,58.34,30.09,Female,366
367,Tailored Silk Dress,Dresses,Tiva,Green,M,51.38,35.37,Female,367
368,Elegant Linen Tee,T-Shirts,Tiva,Green,L,53.48,35.92,Female,368
369,Tailored Crew Dress,Dresses,Tiva,Green,XL,43.04,19.74,Female,369
370,Elegant Ribbed Tee,T-Shirts,Tiva,Blue,XS,50.34,21.18,Female,370
371,Elegant Cotton Tee,T-Shirts,Tiva,White,XL,63.82,27.46,Female,371
372,Essential Linen Trousers,Pants,Tiva,Blue,S,63.79,25.86,Female,372
373,Tailored Crew Shoes,Shoes,Tiva,Black,36,44.12,18.9,Female,373
374,Tailored Cotton Set,Sleepwear,Tiva,Black,XL,43.43,26.27,Female,374
375,Tailored Sleeveless Shoes,Shoes,Tiva,Black,36,42.67,17.98,Female,375
376,Tailored Satin Set,Sleepwear,Tiva,Black,S,38.52,19.09,Female,376
377,Tailored High-Waist Shoes,Shoes,Tiva,White,40,42.5,27.77,Female,377
378,Essential Ribbed Trousers,Pants,Tiva,Black,M,62.39,25.39,Female,378
379,Essential Cotton Trousers,Pants,Tiva,White,L,70.82,45.63,Female,379
380,Tailored Silk Set,Sleepwear,Tiva,White,M,59.84,29.0,Female,380
381,Elegant Satin Tee,T-Shirts,Tiva,White,S,35.59,15.5,Female,381
382,Tailored Sleeveless Dress,Dresses,Tiva,Green,S,62.52,38.08,Female,382
383,Tailored Crew Set,Sleepwear,Tiva,Black,L,66.38,39.08,Female,383
384,Tailored Sleeveless Set,Sleepwear,Tiva,Black,S,58.94,39.09,Female,384
385,Essential Satin Trousers,Pants,Tiva,Red,M,63.23,39.24,Female,385
386,Tailored High-Waist Dress,Dresses,Tiva,Green,L,51.38,32.94,Female,386
387,Tailored High-Waist Set,Sleepwear,Tiva,Green,M,38.06,18.44,Female,387
388,Tailored Boxy Dress,Dresses,Tiva,Black,S,34.23,15.51,Female,388
389,Tailored Boxy Set,Sleepwear,Tiva,Black,XL,54.76,34.24,Female,389
390,Tailored Boxy Shoes,Shoes,Tiva,Blue,35,59.33,38.09,Female,390
391,Elegant Wrap Dress,Dresses,Tiva,Red,XL,59.77,41.67,Female,391
392,Elegant Wrap Shoes,Shoes,Tiva,Black,40,75.47,39.53,Female,392
393,Elegant Wrap Set,Sleepwear,Tiva,Green,XS,52.88,27.05,Female,393
394,Elegant Silk Tee,T-Shirts,Tiva,Red,XS,52.58,33.28,Female,394
395,Elegant Linen Dress,Dresses,Tiva,Black,L,42.31,21.25,Female,395
396,Elegant Crew Tee,T-Shirts,Tiva,Blue,L,51.0,34.64,Female,396
397,Elegant Ribbed Dress,Dresses,Tiva,Black,M,26.48,17.41,Female,397
398,Elegant Linen Set,Sleepwear,Tiva,Red,L,71.15,37.62,Female,398
399,Elegant Linen Shoes,Shoes,Tiva,Green,38,61.6,38.52,Female,399
400,Essential Silk Trousers,Pants,Tiva,Black,L,29.68,18.59,Female,400
401,Elegant Cotton Dress,Dresses,Tiva,Blue,XL,30.83,13.29,Female,401
402,Elegant Ribbed Set,Sleepwear,Tiva,Black,S,34.45,23.11,Female,402
403,Elegant Satin Dress,Dresses,Tiva,Red,L,81.8,45.12,Female,403
404,Elegant Cotton Set,Sleepwear,Tiva,Black,L,45.19,29.28,Female,404
405,Elegant Silk Dress,Dresses,Tiva,Blue,XL,34.71,17.22,Female,405
406,Essential Crew Trousers,Pants,Tiva,White,S,53.74,35.93,Female,406
407,Elegant Sleeveless Tee,T-Shirts,Tiva,White,S,56.84,29.37,Female,407
408,Elegant High-Waist Tee,T-Shirts,Tiva,Red,S,37.17,14.99,Female,408
409,Elegant Ribbed Shoes,Shoes,Tiva,Red,35,47.84,32.13,Female,409
410,Elegant Satin Set,Sleepwear,Tiva,White,M,47.47,20.29,Female,410
411,Elegant Silk Set,Sleepwear,Tiva,Green,XS,43.94,21.79,Female,411
412,Elegant Cotton Shoes,Shoes,Tiva,Black,38,60.33,41.33,Female,412
413,Elegant Satin Shoes,Shoes,Tiva,Black,40,76.15,52.18,Female,413
414,Elegant Crew Set,Sleepwear,Tiva,Blue,XS,35.2,20.14,Female,414
415,Essential Sleeveless Trousers,Pants,Tiva,White,XS,28.73,16.94,Female,415
416,Essential High-Waist Trousers,Pants,Tiva,White,XL,53.46,28.58,Female,416
417,Elegant Silk Shoes,Shoes,Tiva,White,38,38.42,18.75,Female,417
418,Elegant Crew Shoes,Shoes,Tiva,Blue,36,31.84,15.88,Female,418
419,Elegant Crew Dress,Dresses,Tiva,Blue,L,50.34,30.29,Female,419
420,Elegant Sleeveless Shoes,Shoes,Tiva,Green,36,72.58,45.41,Female,420
421,Elegant Sleeveless Set,Sleepwear,Tiva,Green,XS,50.89,32.44,Female,421
422,Elegant High-Waist Set,Sleepwear,Tiva,Green,M,55.91,35.61,Female,422
423,Elegant Boxy Tee,T-Shirts,Tiva,Black,L,41.64,17.8,Female,423
424,Elegant Sleeveless Dress,Dresses,Tiva,Blue,XL,55.39,30.37,Female,424
425,Elegant Boxy Set,Sleepwear,Tiva,Red,S,53.99,22.53,Female,425
426,Elegant High-Waist Dress,Dresses,Tiva,Black,M,51.97,29.36,Female,426
427,Bold Wrap Set,Sleepwear,Tiva,Black,XL,36.01,19.17,Female,427
428,Elegant High-Waist Shoes,Shoes,Tiva,Blue,38,61.22,40.79,Female,428
429,Bold Wrap Tee,T-Shirts,Tiva,White,L,43.34,21.9,Female,429
430,Bold Linen Set,Sleepwear,Tiva,Green,XS,33.98,14.79,Female,430
431,Elegant Boxy Shoes,Shoes,Tiva,Blue,35,30.41,13.47,Female,431
432,Bold Linen Tee,T-Shirts,Tiva,Blue,M,52.39,32.92,Female,432
433,Essential Boxy Trousers,Pants,Tiva,Red,XS,60.12,35.2,Female,433
434,Bold Ribbed Tee,T-Shirts,Tiva,Blue,XS,43.14,18.56,Female,434
435,Tailored Wrap Trousers,Pants,Tiva,Blue,XL,64.5,27.43,Female,435
436,Bold Wrap Shoes,Shoes,Tiva,Blue,40,49.81,30.4,Female,436
437,Elegant Boxy Dress,Dresses,Tiva,Green,L,62.17,26.23,Female,437
438,Bold Wrap Dress,Dresses,Tiva,Blue,XS,38.74,25.05,Female,438
439,Tailored Linen Trousers,Pants,Tiva,Black,M,53.93,33.0,Female,439
440,Bold Linen Shoes,Shoes,Tiva,Red,38,52.08,22.1,Female,440
441,Bold Linen Dress,Dresses,Tiva,Red,L,36.99,15.74,Female,441
442,Bold Ribbed Dress,Dresses,Tiva,White,XS,53.27,37.08,Female,442
443,Bold Ribbed Set,Sleepwear,Tiva,Black,S,23.13,11.85,Female,443
444,Bold Cotton Dress,Dresses,Tiva,Black,XL,61.78,31.58,Female,444
445,Bold Cotton Set,Sleepwear,Tiva,White,S,52.28,33.66,Female,445
446,Bold Cotton Tee,T-Shirts,Tiva,Black,L,55.14,37.73,Female,446
447,Bold Satin Dress,Dresses,Tiva,Green,L,47.66,33.16,Female,447
448,Bold Silk Dress,Dresses,Tiva,White,S,75.62,47.34,Female,448
449,Bold Satin Set,Sleepwear,Tiva,Green,L,46.9,24.05,Female,449
450,Bold Silk Set,Sleepwear,Tiva,White,M,50.85,21.61,Female,450
451,Bold Satin Tee,T-Shirts,Tiva,Red,XL,37.8,23.93,Female,451
452,Bold Crew Dress,Dresses,Tiva,Red,XS,30.85,17.51,Female,452
453,Bold Silk Tee,T-Shirts,Tiva,Blue,XS,32.05,16.9,Female,453
454,Bold Crew Set,Sleepwear,Tiva,Black,L,35.16,23.62,Female,454
455,Tailored Ribbed Trousers,Pants,Tiva,White,L,48.03,20.81,Female,455
456,Bold Sleeveless Dress,Dresses,Tiva,Blue,M,39.09,21.41,Female,456
457,Bold Crew Tee,T-Shirts,Tiva,Black,M,31.61,12.75,Female,457
458,Bold Sleeveless Set,Sleepwear,Tiva,White,S,53.35,28.84,Female,458
459,Bold High-Waist Dress,Dresses,Tiva,Green,XS,75.17,31.34,Female,459
460,Bold Sleeveless Tee,T-Shirts,Tiva,Black,M,48.64,21.19,Female,460
461,Bold High-Waist Tee,T-Shirts,Tiva,Green,M,54.91,23.9,Female,461
462,Bold High-Waist Set,Sleepwear,Tiva,White,XS,28.58,17.0,Female,462
463,Bold Boxy Dress,Dresses,Tiva,Blue,S,70.56,44.02,Female,463
464,Bold Ribbed Shoes,Shoes,Tiva,White,XS,59.58,34.26,Female,464
465,Bold Boxy Set,Sleepwear,Tiva,Green,S,28.98,19.96,Female,465
466,Bold Boxy Tee,T-Shirts,Tiva,Red,XL,59.9,30.7,Female,466
467,Tailored Cotton Trousers,Pants,Tiva,Black,M,39.22,19.05,Female,467
468,Sleepwear Drop 1,Sleepwear,Tiva,Red,XL,51.8,34.22,Female,468
469,Dresses Drop 1,Dresses,Tiva,Red,L,64.08,29.93,Female,469
470,Sleepwear Drop 2,Sleepwear,Tiva,White,XL,67.73,46.66,Female,470
471,T-Shirts Drop 1,T-Shirts,Tiva,Black,L,40.92,16.52,Female,471
472,Tailored Satin Trousers,Pants,Tiva,White,XL,59.9,41.39,Female,472
473,Dresses Drop 2,Dresses,Tiva,Blue,M,57.98,23.94,Female,473
474,Bold Cotton Shoes,Shoes,Tiva,Red,XS,68.47,45.69,Female,474
475,Dresses Drop 3,Dresses,Tiva,Red,S,39.69,22.16,Female,475
476,Bold Satin Shoes,Shoes,Tiva,Black,36,42.72,29.81,Female,476
477,Bold Silk Shoes,Shoes,Tiva,Red,36,38.9,16.42,Female,477
478,T-Shirts Drop 2,T-Shirts,Tiva,Blue,XL,66.52,37.66,Female,478
479,Dresses Drop 4,Dresses,Tiva,Blue,S,47.42,32.76,Female,479
480,Dresses Drop 5,Dresses,Tiva,Black,XL,51.63,28.75,Female,480
481,Bold Crew Shoes,Shoes,Tiva,Blue,40,54.87,32.31,Female,481
482,Dresses Drop 6,Dresses,Tiva,Blue,XL,47.59,28.97,Female,482
483,T-Shirts Drop 3,T-Shirts,Tiva,Red,S,60.89,32.66,Female,483
484,Tailored Silk Trousers,Pants,Tiva,Green,M,38.49,22.64,Female,484
485,Bold Sleeveless Shoes,Shoes,Tiva,Blue,38,56.2,32.33,Female,485
486,T-Shirts Drop 4,T-Shirts,Tiva,Black,M,68.03,45.6,Female,486
487,Bold High-Waist Shoes,Shoes,Tiva,Black,38,49.84,20.62,Female,487
488,Sleepwear Drop 3,Sleepwear,Tiva,Red,M,50.68,24.54,Female,488
489,T-Shirts Drop 5,T-Shirts,Tiva,Red,XL,44.21,30.29,Female,489
490,Bold Boxy Shoes,Shoes,Tiva,Black,35,39.42,26.3,Female,490
491,T-Shirts Drop 6,T-Shirts,Tiva,Green,L,22.66,12.16,Female,491
492,Tailored Crew Trousers,Pants,Tiva,Green,XL,37.12,21.75,Female,492
493,Tailored Sleeveless Trousers,Pants,Tiva,Blue,XS,57.37,27.72,Female,493
494,T-Shirts Drop 7,T-Shirts,Tiva,Red,S,53.52,24.43,Female,494
495,Dresses Drop 7,Dresses,Tiva,Blue,XS,36.65,19.76,Female,495
496,Tailored High-Waist Trousers,Pants,Tiva,Black,S,54.61,27.63,Female,496
497,Dresses Drop 8,Dresses,Tiva,Black,L,36.05,20.73,Female,497
498,T-Shirts Drop 8,T-Shirts,Tiva,White,L,38.33,16.23,Female,498
499,Sleepwear Drop 4,Sleepwear,Tiva,Green,M,30.07,20.82,Female,499
500,Dresses Drop 9,Dresses,Tiva,White,XS,38.03,26.46,Female,500
